Company,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,name,mileage_category,km_Driven_category
Datsun,2018,530000,65000,Petrol,Individual,Manual,"First Owner",19,1198,67.05,104,7,"Datsun GO Plus A Option Petrol",Average,"Between 10k and 100k"
Datsun,2018,450000,80000,Petrol,Individual,Manual,"First Owner",21,1198,67,104,7,"Datsun GO Plus Anniversary Edition",High,"Between 10k and 100k"
Datsun,2018,475000,40000,Petrol,Individual,Manual,"First Owner",21,1198,67,104,7,"Datsun GO Plus Anniversary Edition",High,"Between 10k and 100k"
Datsun,2018,430000,5000,Petrol,Individual,Manual,"Second Owner",21,1198,67,104,5,"Datsun GO T Option BSIV",High,"Less than 10k"
Datsun,2018,430000,5000,Petrol,Individual,Manual,"Second Owner",21,1198,67,104,5,"Datsun GO T Option BSIV",High,"Less than 10k"
Datsun,2018,430000,5000,Petrol,Individual,Manual,"Second Owner",21,1198,67,104,5,"Datsun GO T Option BSIV",High,"Less than 10k"
Datsun,2018,400000,10000,Petrol,Individual,Manual,"First Owner",20,1198,67,104,5,"Datsun GO T Petrol",Average,"Between 10k and 100k"
Datsun,2018,300000,19000,Petrol,Individual,Manual,"First Owner",23,999,67,91,5,"Datsun RediGO 1.0 S",High,"Between 10k and 100k"
Datsun,2018,320000,35000,Petrol,Individual,Manual,"First Owner",23,999,67,91,5,"Datsun RediGO 1.0 S",High,"Between 10k and 100k"
Datsun,2018,310000,7000,Petrol,Individual,Manual,"First Owner",23,999,67,91,5,"Datsun RediGO 1.0 S",High,"Less than 10k"
Datsun,2018,300000,7000,Petrol,Individual,Manual,"First Owner",23,999,67,91,5,"Datsun RediGO 1.0 S",High,"Less than 10k"
Datsun,2018,275000,20000,Petrol,Individual,Automatic,"First Owner",23,999,67,91,5,"Datsun RediGO AMT 1.0 S",High,"Between 10k and 100k"
Datsun,2018,280000,50000,Petrol,Individual,Manual,"First Owner",23,799,53.64,72,5,"Datsun RediGO S",High,"Between 10k and 100k"
Datsun,2018,217000,25000,Petrol,Individual,Manual,"First Owner",23,799,53.64,72,5,"Datsun RediGO T Option",High,"Between 10k and 100k"
Datsun,2018,217000,25000,Petrol,Individual,Manual,"First Owner",23,799,53.64,72,5,"Datsun RediGO T Option",High,"Between 10k and 100k"
Datsun,2018,250000,10000,Petrol,Individual,Manual,"First Owner",23,799,53.64,72,5,"Datsun RediGO T Option",High,"Between 10k and 100k"
Force,2018,910000,20000,Diesel,Dealer,Manual,"First Owner",17,2596,80.8,230,5,"Force Gurkha Hard Top BS3 4WD",Average,"Between 10k and 100k"
Force,2018,910000,20000,Diesel,Dealer,Manual,"First Owner",17,2596,80.8,230,5,"Force Gurkha Hard Top BS3 4WD",Average,"Between 10k and 100k"
Force,2018,850000,120000,Diesel,Individual,Manual,"Second Owner",17,2650,80.84,230,7,"Force One EX",Average,"Between 10k and 100k"
Force,2018,1050000,13000,Diesel,Individual,Manual,"First Owner",17,2200,139.01,321,7,"Force One SX ABS 7 Seating",Average,"Between 10k and 100k"
Force,2018,1050000,13000,Diesel,Individual,Manual,"First Owner",17,2200,139.01,321,7,"Force One SX ABS 7 Seating",Average,"Between 10k and 100k"
Ford,2018,530000,80000,Diesel,Individual,Manual,"First Owner",26,1498,99.23,215,5,"Ford Aspire Trend Diesel BSIV",High,"Between 10k and 100k"
Ford,2018,620000,15000,Petrol,Individual,Manual,"First Owner",20,1194,94.93,120,5,"Ford Aspire Trend Plus",Average,"Between 10k and 100k"
Ford,2018,620000,15000,Petrol,Individual,Manual,"First Owner",20,1194,94.93,120,5,"Ford Aspire Trend Plus",Average,"Between 10k and 100k"
Ford,2018,690000,13000,Petrol,Individual,Manual,"First Owner",20,1194,94.93,120,5,"Ford Aspire Trend Plus",Average,"Between 10k and 100k"
Ford,2018,620000,15000,Petrol,Individual,Manual,"First Owner",20,1194,94.93,120,5,"Ford Aspire Trend Plus",Average,"Between 10k and 100k"
Ford,2018,690000,13000,Petrol,Individual,Manual,"First Owner",20,1194,94.93,120,5,"Ford Aspire Trend Plus",Average,"Between 10k and 100k"
Ford,2018,750000,17000,Diesel,Individual,Manual,"First Owner",23,1498,98.96,205,5,"Ford EcoSport 1.5 Diesel Ambiente BSIV",High,"Between 10k and 100k"
Ford,2018,950000,20000,Diesel,Individual,Manual,"First Owner",23,1498,98.96,205,5,"Ford EcoSport 1.5 Diesel Titanium BSIV",High,"Between 10k and 100k"
Ford,2018,900000,40000,Diesel,Individual,Manual,"First Owner",23,1498,98.96,205,5,"Ford EcoSport 1.5 Diesel Titanium BSIV",High,"Between 10k and 100k"
Ford,2018,950000,80000,Diesel,Individual,Manual,"First Owner",23,1498,98.96,205,5,"Ford EcoSport 1.5 Diesel Titanium BSIV",High,"Between 10k and 100k"
Ford,2018,900000,25000,Diesel,Individual,Manual,"First Owner",23,1498,98.96,205,5,"Ford EcoSport 1.5 Diesel Titanium BSIV",High,"Between 10k and 100k"
Ford,2018,810000,30000,Diesel,Individual,Manual,"Second Owner",23,1498,98.96,205,5,"Ford EcoSport 1.5 Diesel Titanium BSIV",High,"Between 10k and 100k"
Ford,2018,850000,90000,Diesel,Individual,Manual,"First Owner",23,1498,98.96,205,5,"Ford EcoSport 1.5 Diesel Titanium BSIV",High,"Between 10k and 100k"
Ford,2018,990000,60000,Diesel,Individual,Manual,"First Owner",23,1498,98.96,205,5,"Ford EcoSport 1.5 Diesel Titanium BSIV",High,"Between 10k and 100k"
Ford,2018,880000,65000,Diesel,Individual,Manual,"First Owner",23,1498,98.96,205,5,"Ford EcoSport 1.5 Diesel Titanium BSIV",High,"Between 10k and 100k"
Ford,2018,950000,30000,Diesel,Individual,Manual,"First Owner",23,1498,98.96,205,5,"Ford EcoSport 1.5 Diesel Titanium Plus BSIV",High,"Between 10k and 100k"
Ford,2018,950000,30000,Diesel,Individual,Manual,"First Owner",23,1498,98.96,205,5,"Ford EcoSport 1.5 Diesel Titanium Plus BSIV",High,"Between 10k and 100k"
Ford,2018,900000,19000,Diesel,Individual,Manual,"First Owner",23,1498,98.96,205,5,"Ford EcoSport 1.5 Diesel Titanium Plus BSIV",High,"Between 10k and 100k"
Ford,2018,950000,40000,Diesel,Individual,Manual,"First Owner",23,1498,98.96,205,5,"Ford EcoSport 1.5 Diesel Titanium Plus BSIV",High,"Between 10k and 100k"
Ford,2018,950000,40000,Diesel,Individual,Manual,"First Owner",23,1498,98.96,205,5,"Ford EcoSport 1.5 Diesel Titanium Plus BSIV",High,"Between 10k and 100k"
Ford,2018,900000,44772,Diesel,Dealer,Manual,"Second Owner",23,1498,98.96,205,5,"Ford EcoSport 1.5 Diesel Titanium Plus BSIV",High,"Between 10k and 100k"
Ford,2018,950000,35000,Diesel,Individual,Manual,"First Owner",23,1498,98.96,205,5,"Ford EcoSport 1.5 Diesel Titanium Plus BSIV",High,"Between 10k and 100k"
Ford,2018,700000,53000,Diesel,Individual,Manual,"First Owner",23,1498,98.96,205,5,"Ford EcoSport 1.5 Diesel Trend Plus BSIV",High,"Between 10k and 100k"
Ford,2018,800000,37161,Diesel,Dealer,Manual,"First Owner",23,1498,89.84,204,5,"Ford Ecosport 1.5 DV5 MT Trend",High,"Between 10k and 100k"
Ford,2018,640000,6001,Petrol,Dealer,Manual,"First Owner",16,1496,120.69,149,5,"Ford Ecosport 1.5 Petrol Ambiente",Average,"Less than 10k"
Ford,2018,910000,15000,Petrol,Individual,Manual,"First Owner",17,1497,121.36,150,5,"Ford EcoSport 1.5 Petrol Titanium Plus BSIV",Average,"Between 10k and 100k"
Ford,2018,850000,90000,Petrol,Individual,Manual,"First Owner",17,1497,121.36,150,5,"Ford EcoSport 1.5 Petrol Titanium Plus BSIV",Average,"Between 10k and 100k"
Ford,2018,950000,27000,Diesel,Dealer,Manual,"First Owner",23,1498,98.59,205,5,"Ford EcoSport 1.5 TDCi Signature BSIV",High,"Between 10k and 100k"
Ford,2018,925000,33360,Diesel,Dealer,Manual,"First Owner",23,1498,98.59,205,5,"Ford EcoSport 1.5 TDCi Titanium BE BSIV",High,"Between 10k and 100k"
Ford,2018,925000,33360,Diesel,Dealer,Manual,"First Owner",23,1498,98.59,205,5,"Ford EcoSport 1.5 TDCi Titanium BE BSIV",High,"Between 10k and 100k"
Ford,2018,950000,27620,Diesel,Dealer,Manual,"First Owner",23,1498,98.59,205,5,"Ford EcoSport 1.5 TDCi Titanium BSIV",High,"Between 10k and 100k"
Ford,2018,925000,50699,Diesel,Dealer,Manual,"First Owner",23,1498,98.59,205,5,"Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV",High,"Between 10k and 100k"
Ford,2018,3250000,12000,Diesel,Individual,Automatic,"First Owner",11,3198,197,470,7,"Ford Endeavour 3.2 Titanium AT 4X4",Average,"Between 10k and 100k"
Ford,2018,3250000,12000,Diesel,Individual,Automatic,"First Owner",11,3198,197,470,7,"Ford Endeavour 3.2 Titanium AT 4X4",Average,"Between 10k and 100k"
Ford,2018,3200000,35000,Diesel,Individual,Automatic,"First Owner",11,3198,197,470,7,"Ford Endeavour 3.2 Titanium AT 4X4",Average,"Between 10k and 100k"
Ford,2018,700000,25000,Petrol,Individual,Manual,"First Owner",18,1196,86.8,112,5,"Ford Figo Aspire 1.2 Ti-VCT Titanium",Average,"Between 10k and 100k"
Ford,2018,575000,9500,Petrol,Individual,Manual,"First Owner",18,1196,86.8,112,5,"Ford Figo Aspire 1.2 Ti-VCT Trend",Average,"Less than 10k"
Ford,2018,550000,14200,Petrol,Individual,Manual,"First Owner",18,1196,86.8,112,5,"Ford Figo Aspire 1.2 Ti-VCT Trend",Average,"Between 10k and 100k"
Ford,2018,550000,14200,Petrol,Individual,Manual,"First Owner",18,1196,86.8,112,5,"Ford Figo Aspire 1.2 Ti-VCT Trend",Average,"Between 10k and 100k"
Ford,2018,590000,15000,Petrol,Individual,Manual,"First Owner",18,1196,86.8,112,5,"Ford Figo Aspire 1.2 Ti-VCT Trend",Average,"Between 10k and 100k"
Ford,2018,793000,30000,Diesel,Individual,Manual,"First Owner",26,1498,99,215,5,"Ford Figo Aspire 1.5 TDCi Titanium",High,"Between 10k and 100k"
Ford,2018,650000,21000,Diesel,Individual,Manual,"First Owner",26,1498,99,215,5,"Ford Figo Aspire 1.5 TDCi Titanium",High,"Between 10k and 100k"
Ford,2018,372000,50000,Diesel,Individual,Manual,"Fourth & Above Owner",26,1498,99,215,5,"Ford Figo Aspire 1.5 TDCi Titanium",High,"Between 10k and 100k"
Ford,2018,793000,30000,Diesel,Individual,Manual,"First Owner",26,1498,99,215,5,"Ford Figo Aspire 1.5 TDCi Titanium",High,"Between 10k and 100k"
Ford,2018,640000,82000,Diesel,Individual,Manual,"First Owner",26,1498,99,215,5,"Ford Figo Aspire 1.5 TDCi Trend",High,"Between 10k and 100k"
Ford,2018,795000,2860,Diesel,Dealer,Manual,"First Owner",24,1499,98.97,215,5,"Ford Freestyle Titanium Diesel",High,"Less than 10k"
Ford,2018,700000,19100,Petrol,Individual,Manual,"First Owner",19,1194,94.68,120,5,"Ford Freestyle Titanium Petrol BSIV",Average,"Between 10k and 100k"
Ford,2018,700000,19100,Petrol,Individual,Manual,"First Owner",19,1194,94.68,120,5,"Ford Freestyle Titanium Petrol BSIV",Average,"Between 10k and 100k"
Ford,2018,690000,25000,Petrol,Individual,Manual,"First Owner",19,1194,94.68,120,5,"Ford Freestyle Titanium Petrol BSIV",Average,"Between 10k and 100k"
Ford,2018,700000,35278,Diesel,Dealer,Manual,"First Owner",24,1499,98.97,215,5,"Ford Freestyle Titanium Plus Diesel",High,"Between 10k and 100k"
Ford,2018,750000,24000,Diesel,Individual,Manual,"First Owner",24,1498,98.63,215,5,"Ford Freestyle Titanium Plus Diesel BSIV",High,"Between 10k and 100k"
Ford,2018,746000,24000,Diesel,Individual,Manual,"First Owner",24,1498,98.63,215,5,"Ford Freestyle Titanium Plus Diesel BSIV",High,"Between 10k and 100k"
Ford,2018,650000,20706,Diesel,Dealer,Manual,"First Owner",24,1499,98.63,215,5,"Ford Freestyle Trend Diesel",High,"Between 10k and 100k"
Ford,2018,675000,60000,Diesel,Individual,Manual,"First Owner",24,1498,98.63,215,5,"Ford Freestyle Trend Diesel BSIV",High,"Between 10k and 100k"
Honda,2018,635000,40000,Petrol,Individual,Manual,"First Owner",18,1198,86.7,109,5,"Honda Amaze i-VTEC Privilege Edition",Average,"Between 10k and 100k"
Honda,2018,750000,15000,Petrol,Individual,Automatic,"First Owner",18,1199,88.7,110,5,"Honda Amaze S CVT i-VTEC",Average,"Between 10k and 100k"
Honda,2018,700000,43000,Diesel,Individual,Manual,"First Owner",27,1498,98.63,200,5,"Honda Amaze S Diesel BSIV",High,"Between 10k and 100k"
Honda,2018,585000,15000,Petrol,Individual,Manual,"First Owner",18,1198,86.7,109,5,"Honda Amaze S i-VTEC",Average,"Between 10k and 100k"
Honda,2018,560000,50000,Diesel,Individual,Manual,"First Owner",26,1498,98.6,200,5,"Honda Amaze S Option i-DTEC",High,"Between 10k and 100k"
Honda,2018,600000,20000,Petrol,Individual,Manual,"First Owner",20,1199,88.76,110,5,"Honda Amaze V Petrol BSIV",Average,"Between 10k and 100k"
Honda,2018,670000,93000,Diesel,Individual,Manual,"First Owner",27,1498,98.63,200,5,"Honda Amaze VX Diesel BSIV",High,"Between 10k and 100k"
Honda,2018,825000,40000,Diesel,Individual,Manual,"First Owner",26,1498,98.6,200,5,"Honda Amaze VX i-DTEC",High,"Between 10k and 100k"
Honda,2018,675000,40000,Diesel,Individual,Manual,"First Owner",26,1498,98.6,200,5,"Honda Amaze VX i-DTEC",High,"Between 10k and 100k"
Honda,2018,925000,28900,Petrol,Dealer,Manual,"First Owner",18,1497,117.3,145,5,"Honda City i VTEC VX",Average,"Between 10k and 100k"
Honda,2018,925000,28900,Petrol,Dealer,Manual,"First Owner",18,1497,117.3,145,5,"Honda City i VTEC VX",Average,"Between 10k and 100k"
Honda,2018,1031000,60000,Diesel,Individual,Manual,"First Owner",26,1498,97.9,200,5,"Honda City i-DTEC VX",High,"Between 10k and 100k"
Honda,2018,1085000,1000,Petrol,Individual,Automatic,"First Owner",18,1497,117.6,145,5,"Honda City i-VTEC CVT V",Average,"Less than 10k"
Honda,2018,949000,10200,Petrol,Individual,Manual,"First Owner",17,1497,117.6,145,5,"Honda City i-VTEC V",Average,"Between 10k and 100k"
Honda,2018,1180000,5500,Petrol,Individual,Manual,"First Owner",17,1497,117.6,145,5,"Honda City i-VTEC VX",Average,"Less than 10k"
Honda,2018,1180000,5500,Petrol,Individual,Manual,"First Owner",17,1497,117.6,145,5,"Honda City i-VTEC VX",Average,"Less than 10k"
Honda,2018,680000,8576,Petrol,Dealer,Manual,"First Owner",19,1199,88.7,110,5,"Honda Jazz 1.2 V i VTEC",Average,"Less than 10k"
Honda,2018,680000,8576,Petrol,Dealer,Manual,"First Owner",19,1199,88.7,110,5,"Honda Jazz 1.2 V i VTEC",Average,"Less than 10k"
Honda,2018,675000,24265,Petrol,Dealer,Manual,"First Owner",19,1199,88.7,110,5,"Honda Jazz 1.2 VX i VTEC",Average,"Between 10k and 100k"
Honda,2018,650000,47725,Diesel,Dealer,Manual,"First Owner",27,1498,98.6,200,5,"Honda Jazz 1.5 S i DTEC",High,"Between 10k and 100k"
Honda,2018,600000,20000,Petrol,Individual,Manual,"First Owner",18,1199,88.7,110,5,"Honda Jazz V",Average,"Between 10k and 100k"
Honda,2018,860000,40000,Petrol,Individual,Automatic,"First Owner",18,1199,88.7,110,5,"Honda Jazz V CVT",Average,"Between 10k and 100k"
Honda,2018,1035000,15000,Diesel,Individual,Manual,"First Owner",26,1498,98.6,200,5,"Honda WR-V i-DTEC VX",High,"Between 10k and 100k"
Honda,2018,900000,30000,Diesel,Individual,Manual,"First Owner",26,1498,98.6,200,5,"Honda WR-V i-DTEC VX",High,"Between 10k and 100k"
Honda,2018,834000,30000,Diesel,Individual,Manual,"First Owner",26,1498,98.6,200,5,"Honda WR-V i-DTEC VX",High,"Between 10k and 100k"
Honda,2018,800000,25000,Diesel,Individual,Manual,"First Owner",26,1498,98.6,200,5,"Honda WR-V i-DTEC VX",High,"Between 10k and 100k"
Honda,2018,780000,30000,Petrol,Individual,Manual,"First Owner",18,1199,88.7,110,5,"Honda WR-V i-VTEC S",Average,"Between 10k and 100k"
Honda,2018,850000,7800,Petrol,Individual,Manual,"First Owner",18,1199,88.7,110,5,"Honda WR-V i-VTEC VX",Average,"Less than 10k"
Honda,2018,900000,35000,Petrol,Individual,Manual,"First Owner",18,1199,88.7,110,5,"Honda WR-V i-VTEC VX",Average,"Between 10k and 100k"
Hyundai,2018,1050000,70000,Diesel,Individual,Manual,"First Owner",21,1396,88.7,219,5,"Hyundai Creta 1.4 CRDi S",High,"Between 10k and 100k"
Hyundai,2018,1050000,70000,Diesel,Individual,Manual,"First Owner",21,1396,88.7,219,5,"Hyundai Creta 1.4 CRDi S",High,"Between 10k and 100k"
Hyundai,2018,1210000,25000,Diesel,Individual,Manual,"First Owner",21,1396,88.7,219,5,"Hyundai Creta 1.4 CRDi S Plus",High,"Between 10k and 100k"
Hyundai,2018,946000,60000,Diesel,Individual,Manual,"First Owner",22,1396,88.7,219,5,"Hyundai Creta 1.4 E Plus",High,"Between 10k and 100k"
Hyundai,2018,1150000,44000,Diesel,Individual,Automatic,"First Owner",17,1582,126.2,259,5,"Hyundai Creta 1.6 CRDi AT SX Plus",Average,"Between 10k and 100k"
Hyundai,2018,1237000,46000,Diesel,Individual,Manual,"First Owner",20,1582,126.2,259,5,"Hyundai Creta 1.6 CRDi SX",Average,"Between 10k and 100k"
Hyundai,2018,1200000,27000,Petrol,Individual,Manual,"First Owner",16,1591,121.3,151,5,"Hyundai Creta 1.6 SX",Average,"Between 10k and 100k"
Hyundai,2018,1200000,27000,Petrol,Individual,Manual,"First Owner",16,1591,121.3,151,5,"Hyundai Creta 1.6 SX",Average,"Between 10k and 100k"
Hyundai,2018,1220000,11000,Petrol,Individual,Manual,"First Owner",16,1591,121.3,151,5,"Hyundai Creta 1.6 SX",Average,"Between 10k and 100k"
Hyundai,2018,1220000,11000,Petrol,Individual,Manual,"First Owner",16,1591,121.3,151,5,"Hyundai Creta 1.6 SX",Average,"Between 10k and 100k"
Hyundai,2018,1350000,5000,Petrol,Individual,Automatic,"First Owner",15,1591,121.3,151,5,"Hyundai Creta 1.6 SX Automatic",Average,"Less than 10k"
Hyundai,2018,1380000,55000,Petrol,Individual,Automatic,"First Owner",15,1591,121.3,151,5,"Hyundai Creta 1.6 SX Automatic",Average,"Between 10k and 100k"
Hyundai,2018,1175000,14000,Petrol,Dealer,Manual,"First Owner",16,1591,121.3,151,5,"Hyundai Creta 1.6 SX Option",Average,"Between 10k and 100k"
Hyundai,2018,1405000,15000,Petrol,Individual,Manual,"First Owner",16,1591,121.3,151,5,"Hyundai Creta 1.6 SX Option Executive",Average,"Between 10k and 100k"
Hyundai,2018,1405000,15000,Petrol,Individual,Manual,"First Owner",16,1591,121.3,151,5,"Hyundai Creta 1.6 SX Option Executive",Average,"Between 10k and 100k"
Hyundai,2018,890000,29000,Petrol,Dealer,Automatic,"First Owner",17,1197,81.86,117,5,"Hyundai Elite i20 Asta Option CVT BSIV",Average,"Between 10k and 100k"
Hyundai,2018,800000,25000,Petrol,Individual,Automatic,"First Owner",17,1197,81.86,117,5,"Hyundai Elite i20 Asta Option CVT BSIV",Average,"Between 10k and 100k"
Hyundai,2018,730000,31000,Petrol,Dealer,Automatic,"First Owner",17,1197,81.86,117,5,"Hyundai Elite i20 Asta Option CVT BSIV",Average,"Between 10k and 100k"
Hyundai,2018,800000,25000,Petrol,Individual,Automatic,"First Owner",17,1197,81.86,117,5,"Hyundai Elite i20 Asta Option CVT BSIV",Average,"Between 10k and 100k"
Hyundai,2018,850000,60000,Diesel,Individual,Manual,"First Owner",23,1396,88.76,224,5,"Hyundai Elite i20 Asta Option Diesel",High,"Between 10k and 100k"
Hyundai,2018,750000,30000,Diesel,Individual,Manual,"First Owner",23,1396,88.76,219,5,"Hyundai Elite i20 Diesel Sportz",High,"Between 10k and 100k"
Hyundai,2018,700000,25000,Petrol,Individual,Manual,"First Owner",19,1197,81.86,114,5,"Hyundai Elite i20 Petrol Asta Option",Average,"Between 10k and 100k"
Hyundai,2018,650000,31800,Petrol,Individual,Manual,"First Owner",19,1197,81.86,114,5,"Hyundai Elite i20 Petrol Sportz",Average,"Between 10k and 100k"
Hyundai,2018,750000,40000,Diesel,Individual,Manual,"First Owner",23,1396,88.76,224,5,"Hyundai Elite i20 Sportz Plus Diesel",High,"Between 10k and 100k"
Hyundai,2018,330000,70000,Petrol,Individual,Manual,"First Owner",20,998,68.05,94,5,"Hyundai EON 1.0 Era Plus",Average,"Between 10k and 100k"
Hyundai,2018,350000,25000,Petrol,Individual,Manual,"First Owner",20,998,68.05,94,5,"Hyundai EON 1.0 Era Plus",Average,"Between 10k and 100k"
Hyundai,2018,340000,120000,Petrol,Individual,Manual,"First Owner",20,998,68.05,94,5,"Hyundai EON 1.0 Era Plus",Average,"Between 10k and 100k"
Hyundai,2018,350000,10000,Petrol,Individual,Manual,"Second Owner",20,998,68.05,94,5,"Hyundai EON 1.0 Kappa Magna Plus Optional",Average,"Between 10k and 100k"
Hyundai,2018,350000,10000,Petrol,Individual,Manual,"Second Owner",20,998,68.05,94,5,"Hyundai EON 1.0 Kappa Magna Plus Optional",Average,"Between 10k and 100k"
Hyundai,2018,299000,33000,Petrol,Individual,Manual,"First Owner",21,814,55.2,74,5,"Hyundai EON Era Plus",High,"Between 10k and 100k"
Hyundai,2018,325000,10000,Petrol,Individual,Manual,"First Owner",21,814,55.2,74,5,"Hyundai EON Magna Plus",High,"Between 10k and 100k"
Hyundai,2018,444000,15000,Petrol,Individual,Manual,"First Owner",21,814,55.2,74,5,"Hyundai EON Sportz",High,"Between 10k and 100k"
Hyundai,2018,380000,25000,Petrol,Individual,Manual,"First Owner",21,814,55.2,74,5,"Hyundai EON Sportz",High,"Between 10k and 100k"
Hyundai,2018,350000,25000,Petrol,Individual,Manual,"First Owner",21,814,55.2,74,5,"Hyundai EON Sportz",High,"Between 10k and 100k"
Hyundai,2018,710000,70000,Diesel,Individual,Manual,"First Owner",24,1186,73.97,190,5,"Hyundai Grand i10 1.2 CRDi Asta",High,"Between 10k and 100k"
Hyundai,2018,700000,29000,Diesel,Individual,Manual,"First Owner",24,1186,73.97,190,5,"Hyundai Grand i10 1.2 CRDi Asta",High,"Between 10k and 100k"
Hyundai,2018,650000,50000,Diesel,Individual,Manual,"First Owner",24,1186,73.97,190,5,"Hyundai Grand i10 1.2 CRDi Asta",High,"Between 10k and 100k"
Hyundai,2018,520000,29000,Diesel,Individual,Manual,"First Owner",24,1186,73.97,190,5,"Hyundai Grand i10 1.2 CRDi Sportz",High,"Between 10k and 100k"
Hyundai,2018,540000,30000,Diesel,Individual,Manual,"First Owner",24,1186,73.97,190,5,"Hyundai Grand i10 1.2 CRDi Sportz",High,"Between 10k and 100k"
Hyundai,2018,700000,35000,Diesel,Individual,Manual,"First Owner",24,1186,73.97,190,5,"Hyundai Grand i10 1.2 CRDi Sportz",High,"Between 10k and 100k"
Hyundai,2018,550000,50000,Diesel,Individual,Manual,"First Owner",24,1186,73.97,190,5,"Hyundai Grand i10 1.2 CRDi Sportz Option",High,"Between 10k and 100k"
Hyundai,2018,590000,10000,Petrol,Individual,Manual,"First Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Asta",Average,"Between 10k and 100k"
Hyundai,2018,580000,25000,Petrol,Individual,Manual,"First Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Asta",Average,"Between 10k and 100k"
Hyundai,2018,580000,30000,Petrol,Individual,Automatic,"First Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Magna AT",Average,"Between 10k and 100k"
Hyundai,2018,531000,20000,Petrol,Individual,Automatic,"First Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Magna AT",Average,"Between 10k and 100k"
Hyundai,2018,450000,30000,Petrol,Individual,Manual,"First Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Magna BSIV",Average,"Between 10k and 100k"
Hyundai,2018,540000,4000,Petrol,Individual,Manual,"First Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Magna BSIV",Average,"Less than 10k"
Hyundai,2018,650000,10000,Petrol,Individual,Automatic,"Second Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Sportz AT",Average,"Between 10k and 100k"
Hyundai,2018,580000,32000,Petrol,Individual,Manual,"First Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Sportz BSIV",Average,"Between 10k and 100k"
Hyundai,2018,500000,20000,Petrol,Individual,Manual,"Second Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Sportz BSIV",Average,"Between 10k and 100k"
Hyundai,2018,580000,32000,Petrol,Individual,Manual,"First Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Sportz BSIV",Average,"Between 10k and 100k"
Hyundai,2018,500000,120000,Petrol,Individual,Manual,"First Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Sportz BSIV",Average,"Between 10k and 100k"
Hyundai,2018,600000,25000,Petrol,Individual,Manual,"Second Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Sportz BSIV",Average,"Between 10k and 100k"
Hyundai,2018,450000,56000,Petrol,Individual,Manual,"First Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Sportz BSIV",Average,"Between 10k and 100k"
Hyundai,2018,610000,10000,Petrol,Individual,Manual,"First Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Sportz BSIV",Average,"Between 10k and 100k"
Hyundai,2018,500000,20000,Petrol,Individual,Manual,"Second Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Sportz BSIV",Average,"Between 10k and 100k"
Hyundai,2018,551000,20000,Petrol,Individual,Manual,"Second Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Sportz BSIV",Average,"Between 10k and 100k"
Hyundai,2018,570000,20000,Petrol,Individual,Manual,"First Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Sportz Dual Tone",Average,"Between 10k and 100k"
Hyundai,2018,570000,20000,Petrol,Individual,Manual,"First Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Sportz Dual Tone",Average,"Between 10k and 100k"
Hyundai,2018,500000,40000,Petrol,Individual,Manual,"First Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Sportz Option",Average,"Between 10k and 100k"
Hyundai,2018,520000,6000,Petrol,Individual,Manual,"First Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Sportz Option",Average,"Less than 10k"
Hyundai,2018,528000,5000,Petrol,Individual,Manual,"First Owner",19,1197,81.86,113,5,"Hyundai Grand i10 1.2 Kappa Sportz Option",Average,"Less than 10k"
Hyundai,2018,700000,6000,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Asta",Average,"Less than 10k"
Hyundai,2018,700000,6000,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Asta",Average,"Less than 10k"
Hyundai,2018,700000,30000,Petrol,Individual,Manual,"Second Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Asta",Average,"Between 10k and 100k"
Hyundai,2018,710000,42000,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Asta",Average,"Between 10k and 100k"
